viewer_id,age_group,gender,city,country,subscription_type,joined_date,preferred_genre,preferred_platform,is_active
339,55+,Female,Dubai,Various,Basic,2023-07-10,Romance,StreamMax,1
340,18-24,Non-binary,Toronto,Various,Free,2024-02-22,Sci-Fi,WebBrowser,1
341,25-34,Male,Paris,Various,Basic,2022-01-10,Drama,TabletApp,1
342,55+,Non-binary,Mumbai,India,Family,2023-11-07,Thriller,StreamMax,1
343,45-54,Male,Tokyo,Various,Free,2023-06-27,Romance,SmartTV,1
344,18-24,Non-binary,Chennai,India,Family,2024-04-05,Drama,StreamMax,0
345,25-34,Male,Tokyo,Various,Basic,2023-09-27,Action,SmartTV,1
346,45-54,Male,Chennai,India,Premium,2023-02-20,Thriller,TabletApp,1
347,25-34,Female,Dubai,Various,Free,2023-11-01,Romance,StreamMax,1
348,45-54,Non-binary,Los Angeles,Various,Family,2022-02-27,Romance,StreamMax,1
349,45-54,Female,Delhi,India,Premium,2023-08-03,Sci-Fi,TabletApp,0
350,25-34,Non-binary,Hyderabad,India,Family,2022-10-05,Sci-Fi,StreamMax,1
351,55+,Non-binary,Chennai,India,Free,2022-07-03,Comedy,StreamMax,0
352,25-34,Non-binary,Sydney,Various,Family,2022-03-20,Comedy,MobileApp,1
353,45-54,Non-binary,Sydney,Various,Premium,2023-01-29,Romance,MobileApp,1
354,18-24,Non-binary,Dubai,Various,Premium,2022-02-24,Sci-Fi,WebBrowser,1
355,35-44,Non-binary,Delhi,India,Family,2024-03-03,Comedy,StreamMax,1
356,45-54,Female,Singapore,Various,Basic,2022-12-31,Action,WebBrowser,1
357,55+,Non-binary,Paris,Various,Family,2022-03-29,Action,SmartTV,1
358,18-24,Male,Dubai,Various,Premium,2022-06-07,Thriller,MobileApp,1
359,35-44,Male,New York,Various,Free,2022-01-06,Comedy,WebBrowser,1
360,18-24,Male,Chennai,India,Free,2022-07-11,Thriller,WebBrowser,1
361,45-54,Male,Tokyo,Various,Free,2022-04-02,Comedy,TabletApp,1
362,35-44,Female,Sydney,Various,Free,2022-10-26,Thriller,WebBrowser,1
363,55+,Male,Dubai,Various,Basic,2023-12-03,Thriller,MobileApp,1
364,35-44,Female,Chennai,India,Basic,2022-03-06,Drama,WebBrowser,1
365,45-54,Male,Chennai,India,Premium,2022-09-15,Drama,WebBrowser,1
366,45-54,Male,Hyderabad,India,Basic,2022-11-08,Sci-Fi,WebBrowser,1
367,45-54,Female,Sydney,Various,Family,2022-12-09,Thriller,TabletApp,1
368,55+,Non-binary,New York,Various,Basic,2023-05-06,Comedy,MobileApp,0
369,35-44,Non-binary,New York,Various,Family,2023-08-13,Drama,SmartTV,1
370,45-54,Female,Toronto,Various,Free,2023-08-01,Drama,TabletApp,0
371,55+,Male,Bangalore,India,Family,2023-12-27,Drama,WebBrowser,1
372,18-24,Female,Toronto,Various,Family,2022-05-23,Romance,SmartTV,1
373,25-34,Non-binary,Paris,Various,Family,2024-03-19,Thriller,StreamMax,1
374,45-54,Non-binary,Sydney,Various,Family,2023-07-02,Action,WebBrowser,1
375,35-44,Non-binary,Singapore,Various,Free,2022-04-22,Drama,SmartTV,1
376,18-24,Non-binary,Sydney,Various,Family,2024-02-10,Comedy,WebBrowser,1
377,35-44,Male,Delhi,India,Basic,2023-04-02,Comedy,WebBrowser,1
378,55+,Non-binary,Paris,Various,Basic,2022-12-20,Sci-Fi,WebBrowser,1
379,18-24,Male,Los Angeles,Various,Basic,2022-12-23,Comedy,SmartTV,1
380,55+,Female,Hyderabad,India,Premium,2023-05-03,Sci-Fi,WebBrowser,1
381,35-44,Male,London,Various,Premium,2022-02-15,Romance,StreamMax,1
382,18-24,Non-binary,New York,Various,Basic,2024-01-29,Drama,TabletApp,1
383,35-44,Non-binary,Bangalore,India,Family,2023-04-19,Drama,WebBrowser,1
384,45-54,Female,Bangalore,India,Free,2024-01-26,Action,MobileApp,1
385,45-54,Male,Los Angeles,Various,Basic,2022-07-30,Comedy,StreamMax,1
386,55+,Male,Singapore,Various,Premium,2022-11-30,Drama,WebBrowser,1
387,45-54,Non-binary,Paris,Various,Premium,2023-09-04,Thriller,TabletApp,1
388,35-44,Female,Delhi,India,Family,2023-09-25,Drama,SmartTV,0
389,18-24,Non-binary,Sydney,Various,Basic,2022-11-17,Sci-Fi,MobileApp,1
390,35-44,Non-binary,Bangalore,India,Basic,2023-06-08,Thriller,WebBrowser,1
391,45-54,Female,Sydney,Various,Basic,2023-05-14,Romance,TabletApp,1
392,25-34,Non-binary,Paris,Various,Basic,2023-05-17,Comedy,MobileApp,1
393,45-54,Non-binary,Toronto,Various,Free,2023-01-03,Sci-Fi,WebBrowser,1
394,45-54,Non-binary,Toronto,Various,Family,2023-02-23,Romance,WebBrowser,1
395,45-54,Female,Toronto,Various,Basic,2022-03-26,Action,StreamMax,1
396,35-44,Male,Hyderabad,India,Premium,2022-08-19,Action,SmartTV,1
397,55+,Non-binary,London,Various,Family,2023-07-17,Action,StreamMax,1
398,55+,Female,Chennai,India,Free,2024-02-18,Romance,WebBrowser,1
399,18-24,Non-binary,Los Angeles,Various,Basic,2022-11-01,Sci-Fi,WebBrowser,1
400,18-24,Female,Toronto,Various,Free,2024-03-05,Drama,MobileApp,1
401,35-44,Non-binary,Sydney,Various,Family,2022-06-19,Action,MobileApp,1
402,25-34,Male,Toronto,Various,Premium,2023-06-30,Comedy,TabletApp,1
403,35-44,Female,New York,Various,Premium,2024-05-28,Action,StreamMax,1
404,45-54,Male,Singapore,Various,Premium,2023-11-03,Drama,MobileApp,1
405,35-44,Male,Dubai,Various,Family,2023-05-17,Drama,TabletApp,1
406,45-54,Female,Paris,Various,Family,2022-03-19,Romance,StreamMax,1
407,35-44,Non-binary,Dubai,Various,Premium,2023-04-11,Thriller,SmartTV,1
408,18-24,Non-binary,Toronto,Various,Family,2023-10-13,Romance,SmartTV,0
409,55+,Female,Singapore,Various,Basic,2023-03-16,Drama,WebBrowser,1
410,35-44,Female,Toronto,Various,Basic,2023-08-03,Thriller,SmartTV,0
411,18-24,Male,Singapore,Various,Free,2023-10-04,Thriller,StreamMax,1
412,25-34,Female,Toronto,Various,Family,2022-01-01,Thriller,MobileApp,0
413,25-34,Non-binary,Berlin,Various,Premium,2022-06-12,Comedy,StreamMax,1
414,18-24,Female,Chennai,India,Basic,2022-02-23,Thriller,SmartTV,1
415,25-34,Female,Singapore,Various,Free,2023-12-22,Sci-Fi,StreamMax,1
416,25-34,Non-binary,Delhi,India,Basic,2023-06-16,Romance,WebBrowser,1
417,35-44,Male,Dubai,Various,Family,2023-12-12,Drama,WebBrowser,1
418,18-24,Non-binary,Los Angeles,Various,Free,2022-04-16,Comedy,SmartTV,0
419,45-54,Male,Bangalore,India,Basic,2022-03-12,Action,TabletApp,1
420,25-34,Female,Paris,Various,Premium,2024-01-10,Drama,MobileApp,0
421,45-54,Male,Sydney,Various,Free,2022-04-13,Drama,StreamMax,1
422,35-44,Female,Los Angeles,Various,Premium,2024-03-21,Drama,MobileApp,1
423,25-34,Non-binary,Delhi,India,Premium,2024-03-08,Romance,StreamMax,1
424,35-44,Male,Paris,Various,Basic,2024-02-05,Thriller,SmartTV,1
425,25-34,Female,Singapore,Various,Family,2022-04-26,Drama,WebBrowser,1
426,55+,Male,Delhi,India,Premium,2022-11-21,Drama,WebBrowser,0
427,45-54,Female,Sydney,Various,Basic,2024-02-21,Thriller,StreamMax,1
428,18-24,Female,Delhi,India,Basic,2022-02-10,Sci-Fi,WebBrowser,1
429,55+,Female,Paris,Various,Family,2023-12-20,Thriller,StreamMax,1
430,55+,Male,Tokyo,Various,Premium,2022-03-27,Comedy,StreamMax,1
431,25-34,Non-binary,Hyderabad,India,Premium,2023-02-05,Action,StreamMax,1
432,25-34,Male,Los Angeles,Various,Basic,2022-03-30,Thriller,StreamMax,1
433,18-24,Female,Sydney,Various,Basic,2022-05-03,Sci-Fi,MobileApp,1
434,45-54,Female,Bangalore,India,Premium,2022-06-20,Comedy,MobileApp,1
435,35-44,Non-binary,Toronto,Various,Free,2024-02-29,Sci-Fi,SmartTV,1
436,55+,Male,Chennai,India,Premium,2023-12-31,Action,StreamMax,1
437,35-44,Male,Tokyo,Various,Family,2024-05-29,Action,MobileApp,1
438,18-24,Non-binary,Chennai,India,Free,2022-08-22,Romance,TabletApp,1
439,18-24,Male,Toronto,Various,Free,2023-04-29,Comedy,WebBrowser,0
440,18-24,Non-binary,Bangalore,India,Family,2022-08-18,Comedy,MobileApp,1
441,35-44,Female,Dubai,Various,Free,2023-08-09,Comedy,StreamMax,1
442,18-24,Male,Berlin,Various,Basic,2024-04-03,Action,StreamMax,0
443,45-54,Female,Delhi,India,Premium,2022-12-02,Sci-Fi,TabletApp,1
444,25-34,Female,New York,Various,Premium,2024-01-28,Action,MobileApp,1
445,45-54,Male,Sydney,Various,Basic,2022-06-04,Sci-Fi,WebBrowser,1
446,35-44,Non-binary,Tokyo,Various,Free,2022-12-10,Sci-Fi,WebBrowser,1
447,35-44,Male,Dubai,Various,Basic,2023-06-27,Drama,WebBrowser,1
448,25-34,Non-binary,Mumbai,India,Premium,2022-04-06,Sci-Fi,MobileApp,0
449,45-54,Non-binary,Tokyo,Various,Premium,2023-04-15,Romance,StreamMax,1
450,25-34,Non-binary,Tokyo,Various,Family,2022-03-18,Action,TabletApp,1
451,25-34,Male,Paris,Various,Premium,2022-09-25,Comedy,WebBrowser,1
452,35-44,Female,Dubai,Various,Family,2022-10-06,Drama,StreamMax,0
453,55+,Male,Bangalore,India,Basic,2022-04-19,Drama,WebBrowser,1
454,18-24,Non-binary,Los Angeles,Various,Premium,2024-02-28,Drama,WebBrowser,1
455,18-24,Male,Chennai,India,Basic,2024-04-06,Romance,SmartTV,1
456,55+,Male,Dubai,Various,Basic,2024-05-05,Comedy,MobileApp,1
457,35-44,Female,Hyderabad,India,Free,2023-11-25,Comedy,SmartTV,1
458,18-24,Female,Bangalore,India,Family,2023-07-24,Romance,TabletApp,1
459,18-24,Male,London,Various,Free,2022-01-13,Sci-Fi,MobileApp,1
460,45-54,Female,Toronto,Various,Free,2023-08-20,Action,SmartTV,0
461,18-24,Male,Delhi,India,Basic,2023-10-24,Thriller,MobileApp,1
462,35-44,Male,Toronto,Various,Free,2023-04-18,Sci-Fi,MobileApp,0
463,45-54,Female,Los Angeles,Various,Free,2023-01-27,Romance,WebBrowser,1
464,25-34,Female,Hyderabad,India,Premium,2023-04-02,Drama,StreamMax,1
465,25-34,Non-binary,Sydney,Various,Premium,2023-05-26,Thriller,TabletApp,1
466,35-44,Female,Delhi,India,Basic,2023-03-06,Drama,TabletApp,1
467,55+,Male,Singapore,Various,Family,2024-03-11,Romance,SmartTV,1
468,45-54,Female,Singapore,Various,Premium,2023-02-02,Comedy,MobileApp,1
469,25-34,Male,Sydney,Various,Premium,2022-03-01,Thriller,TabletApp,1
470,25-34,Male,Sydney,Various,Free,2022-09-11,Romance,MobileApp,1
471,18-24,Male,Toronto,Various,Family,2022-12-30,Drama,MobileApp,1
472,35-44,Non-binary,New York,Various,Free,2023-12-22,Romance,SmartTV,0
473,25-34,Non-binary,Sydney,Various,Basic,2024-05-06,Thriller,TabletApp,1
474,18-24,Male,London,Various,Free,2022-08-27,Action,MobileApp,1
475,18-24,Female,London,Various,Basic,2024-04-05,Drama,SmartTV,1
476,35-44,Male,Berlin,Various,Free,2022-06-01,Action,MobileApp,1
477,55+,Female,Toronto,Various,Free,2023-01-18,Romance,WebBrowser,1
478,35-44,Female,New York,Various,Basic,2022-06-11,Romance,WebBrowser,1
479,35-44,Male,London,Various,Premium,2022-08-17,Romance,TabletApp,1
480,35-44,Non-binary,Los Angeles,Various,Premium,2022-05-11,Drama,StreamMax,0
481,45-54,Non-binary,Sydney,Various,Free,2022-07-06,Action,SmartTV,0
482,25-34,Non-binary,Sydney,Various,Free,2023-05-24,Drama,SmartTV,1
483,35-44,Female,Hyderabad,India,Basic,2023-10-14,Sci-Fi,SmartTV,1
484,25-34,Male,Chennai,India,Free,2022-12-25,Comedy,StreamMax,1
485,45-54,Female,Mumbai,India,Family,2022-06-20,Thriller,WebBrowser,0
486,55+,Female,New York,Various,Free,2024-04-28,Thriller,TabletApp,1
487,25-34,Male,Paris,Various,Family,2022-03-17,Sci-Fi,SmartTV,1
488,18-24,Male,Chennai,India,Premium,2022-06-24,Thriller,MobileApp,1
489,18-24,Female,Tokyo,Various,Family,2023-12-23,Sci-Fi,WebBrowser,0
490,55+,Female,Bangalore,India,Basic,2022-02-24,Sci-Fi,SmartTV,1
491,45-54,Non-binary,Hyderabad,India,Premium,2023-11-08,Comedy,SmartTV,1
492,45-54,Non-binary,Mumbai,India,Family,2022-06-07,Sci-Fi,SmartTV,1
493,35-44,Non-binary,Delhi,India,Family,2022-07-24,Sci-Fi,StreamMax,1
494,35-44,Male,Paris,Various,Family,2024-05-14,Sci-Fi,SmartTV,1
495,45-54,Non-binary,London,Various,Premium,2022-04-04,Romance,TabletApp,1
496,45-54,Female,New York,Various,Basic,2023-04-02,Sci-Fi,SmartTV,1
497,25-34,Female,Chennai,India,Free,2022-06-04,Romance,StreamMax,1
498,55+,Female,New York,Various,Basic,2023-07-21,Sci-Fi,WebBrowser,1
499,55+,Non-binary,Los Angeles,Various,Family,2023-08-10,Drama,WebBrowser,1
500,18-24,Non-binary,Los Angeles,Various,Basic,2022-05-04,Thriller,MobileApp,0
501,25-34,Male,Bangalore,India,Basic,2022-02-13,Thriller,StreamMax,0
502,25-34,Non-binary,Los Angeles,Various,Basic,2024-05-04,Action,SmartTV,1
503,18-24,Male,Dubai,Various,Family,2023-07-24,Thriller,TabletApp,1
504,55+,Female,Chennai,India,Free,2024-03-16,Romance,TabletApp,1
505,45-54,Male,Singapore,Various,Family,2022-06-03,Drama,TabletApp,1
506,18-24,Male,Singapore,Various,Free,2024-03-15,Comedy,TabletApp,0
507,45-54,Female,Berlin,Various,Family,2023-11-02,Thriller,TabletApp,1
508,25-34,Female,Mumbai,India,Family,2022-05-28,Action,TabletApp,1
509,18-24,Female,Los Angeles,Various,Premium,2023-12-09,Drama,StreamMax,1
510,35-44,Female,Berlin,Various,Free,2022-12-12,Comedy,SmartTV,1
511,18-24,Male,London,Various,Basic,2022-11-04,Romance,WebBrowser,1
512,35-44,Non-binary,New York,Various,Family,2023-09-12,Romance,StreamMax,1
513,45-54,Non-binary,Hyderabad,India,Family,2024-02-17,Action,SmartTV,1
514,25-34,Male,Tokyo,Various,Premium,2023-12-28,Action,WebBrowser,1
515,55+,Non-binary,Toronto,Various,Free,2022-06-27,Drama,MobileApp,1
516,18-24,Female,Hyderabad,India,Free,2023-01-05,Romance,MobileApp,1
517,45-54,Non-binary,Toronto,Various,Family,2023-10-13,Sci-Fi,StreamMax,1
518,55+,Female,London,Various,Basic,2023-05-01,Action,TabletApp,1
519,35-44,Non-binary,Bangalore,India,Free,2022-10-19,Sci-Fi,WebBrowser,1
520,55+,Male,Toronto,Various,Basic,2023-10-25,Drama,MobileApp,1
521,55+,Male,Los Angeles,Various,Free,2023-05-01,Drama,MobileApp,1
522,25-34,Female,Mumbai,India,Premium,2023-12-31,Romance,SmartTV,1
523,35-44,Female,Los Angeles,Various,Premium,2022-08-12,Thriller,SmartTV,1
524,55+,Female,Toronto,Various,Free,2022-01-08,Action,SmartTV,1
525,55+,Female,Sydney,Various,Premium,2023-12-02,Sci-Fi,WebBrowser,1
526,35-44,Female,Chennai,India,Premium,2023-11-03,Romance,SmartTV,1
527,25-34,Male,Tokyo,Various,Family,2023-11-08,Comedy,MobileApp,1
528,45-54,Female,Paris,Various,Premium,2023-03-05,Thriller,WebBrowser,1
529,55+,Male,Sydney,Various,Premium,2024-01-14,Romance,MobileApp,1
530,45-54,Non-binary,Paris,Various,Premium,2023-06-04,Comedy,MobileApp,1
531,55+,Male,Berlin,Various,Premium,2022-04-10,Thriller,MobileApp,1
532,55+,Male,Dubai,Various,Premium,2023-11-02,Sci-Fi,MobileApp,1
533,35-44,Female,Dubai,Various,Premium,2023-01-16,Comedy,TabletApp,1
534,18-24,Female,Toronto,Various,Free,2023-10-12,Action,TabletApp,0
535,45-54,Male,Delhi,India,Free,2023-11-29,Thriller,TabletApp,1
536,25-34,Male,Mumbai,India,Basic,2022-12-17,Thriller,TabletApp,0
537,25-34,Female,London,Various,Basic,2024-03-08,Sci-Fi,WebBrowser,1
538,35-44,Non-binary,Bangalore,India,Free,2022-01-05,Thriller,SmartTV,1
539,25-34,Non-binary,Singapore,Various,Basic,2023-05-17,Sci-Fi,MobileApp,1
540,45-54,Female,Paris,Various,Family,2023-05-04,Thriller,StreamMax,1
541,35-44,Male,Hyderabad,India,Premium,2024-02-15,Action,MobileApp,1
542,25-34,Male,Mumbai,India,Premium,2022-11-16,Drama,StreamMax,1
543,35-44,Male,Sydney,Various,Free,2024-04-23,Sci-Fi,SmartTV,0
544,55+,Non-binary,London,Various,Premium,2023-03-21,Romance,MobileApp,1
545,45-54,Female,Berlin,Various,Basic,2022-06-18,Thriller,StreamMax,1
546,25-34,Male,Dubai,Various,Free,2023-08-27,Action,MobileApp,1
547,18-24,Female,Dubai,Various,Premium,2024-02-29,Action,TabletApp,1
548,18-24,Non-binary,Mumbai,India,Free,2022-02-19,Romance,StreamMax,1
549,18-24,Non-binary,Los Angeles,Various,Premium,2023-05-01,Romance,MobileApp,1
550,18-24,Female,Paris,Various,Family,2023-11-09,Sci-Fi,TabletApp,1
551,25-34,Female,Sydney,Various,Free,2023-06-08,Romance,TabletApp,1
552,18-24,Female,Delhi,India,Basic,2023-09-16,Drama,SmartTV,1
553,35-44,Non-binary,Hyderabad,India,Family,2022-10-30,Drama,StreamMax,1
554,25-34,Non-binary,Berlin,Various,Family,2022-12-05,Drama,StreamMax,1
555,18-24,Non-binary,Delhi,India,Family,2022-06-02,Sci-Fi,TabletApp,1
556,18-24,Female,Dubai,Various,Basic,2023-04-13,Comedy,SmartTV,1
557,25-34,Male,Delhi,India,Premium,2023-01-04,Romance,SmartTV,1
558,18-24,Male,Delhi,India,Free,2024-05-22,Drama,MobileApp,1
559,45-54,Non-binary,Berlin,Various,Premium,2024-01-21,Sci-Fi,SmartTV,1
560,18-24,Female,Bangalore,India,Family,2023-04-13,Comedy,WebBrowser,1
561,45-54,Non-binary,London,Various,Basic,2022-04-26,Drama,StreamMax,0
562,25-34,Male,Toronto,Various,Family,2023-08-28,Thriller,TabletApp,1
563,55+,Female,Bangalore,India,Premium,2023-09-19,Sci-Fi,MobileApp,1
564,18-24,Female,London,Various,Family,2022-02-17,Sci-Fi,SmartTV,1
565,55+,Non-binary,Mumbai,India,Basic,2023-11-17,Comedy,TabletApp,1
566,55+,Male,Dubai,Various,Family,2023-11-09,Romance,MobileApp,1
567,45-54,Male,Paris,Various,Free,2022-01-12,Romance,MobileApp,1
568,45-54,Male,London,Various,Free,2024-02-09,Thriller,SmartTV,1
569,18-24,Non-binary,Chennai,India,Basic,2023-07-18,Romance,WebBrowser,1
570,18-24,Female,Hyderabad,India,Family,2024-03-31,Action,WebBrowser,1
571,45-54,Female,London,Various,Free,2023-05-25,Romance,StreamMax,1
572,18-24,Non-binary,Los Angeles,Various,Free,2024-04-25,Sci-Fi,TabletApp,0
573,35-44,Non-binary,Paris,Various,Basic,2023-11-02,Romance,WebBrowser,0
574,18-24,Male,New York,Various,Family,2022-12-06,Action,TabletApp,1
575,35-44,Non-binary,Dubai,Various,Family,2022-04-27,Sci-Fi,MobileApp,1
576,35-44,Non-binary,New York,Various,Premium,2023-12-20,Sci-Fi,StreamMax,0
577,25-34,Non-binary,London,Various,Family,2022-04-20,Comedy,TabletApp,1
578,45-54,Male,Delhi,India,Family,2024-04-24,Drama,SmartTV,1
579,18-24,Non-binary,Los Angeles,Various,Free,2024-03-01,Thriller,WebBrowser,1
580,25-34,Female,Tokyo,Various,Free,2023-06-28,Romance,StreamMax,1
581,55+,Female,Los Angeles,Various,Basic,2023-12-10,Action,MobileApp,1
582,18-24,Female,Bangalore,India,Premium,2023-06-01,Thriller,WebBrowser,0
583,25-34,Female,Berlin,Various,Family,2022-12-18,Comedy,WebBrowser,1
584,45-54,Non-binary,Bangalore,India,Premium,2024-05-13,Romance,TabletApp,0
585,55+,Non-binary,Dubai,Various,Basic,2022-07-25,Drama,TabletApp,1
586,35-44,Non-binary,Paris,Various,Basic,2023-12-29,Romance,MobileApp,1
587,35-44,Non-binary,Dubai,Various,Free,2024-02-19,Comedy,TabletApp,1
588,45-54,Non-binary,Sydney,Various,Premium,2024-05-17,Thriller,StreamMax,1
589,45-54,Male,Mumbai,India,Free,2023-11-18,Sci-Fi,MobileApp,1
590,25-34,Female,Singapore,Various,Premium,2022-05-30,Sci-Fi,SmartTV,1
591,18-24,Female,Tokyo,Various,Family,2022-04-15,Action,TabletApp,0
592,55+,Female,Dubai,Various,Basic,2023-06-08,Romance,SmartTV,1
593,45-54,Female,Mumbai,India,Family,2024-03-18,Romance,SmartTV,0
594,18-24,Non-binary,Mumbai,India,Premium,2022-07-27,Action,WebBrowser,1
595,35-44,Non-binary,Berlin,Various,Basic,2024-03-05,Romance,MobileApp,1
596,18-24,Male,Bangalore,India,Basic,2024-01-23,Action,StreamMax,1
597,35-44,Non-binary,Los Angeles,Various,Premium,2022-05-14,Drama,TabletApp,1
598,35-44,Female,Mumbai,India,Basic,2022-02-10,Drama,SmartTV,1
599,55+,Non-binary,Singapore,Various,Premium,2023-05-18,Action,TabletApp,1
600,35-44,Non-binary,Singapore,Various,Basic,2022-07-08,Action,StreamMax,1
601,45-54,Non-binary,Bangalore,India,Family,2022-04-05,Comedy,MobileApp,0
602,35-44,Female,Paris,Various,Premium,2022-10-28,Drama,TabletApp,1
603,18-24,Male,Tokyo,Various,Premium,2023-04-02,Drama,TabletApp,0
604,18-24,Non-binary,Hyderabad,India,Premium,2023-01-26,Sci-Fi,WebBrowser,1
605,35-44,Male,Dubai,Various,Premium,2023-06-11,Action,WebBrowser,1
606,25-34,Female,Chennai,India,Free,2022-04-09,Drama,TabletApp,1
607,18-24,Male,Paris,Various,Basic,2023-12-03,Thriller,StreamMax,1
608,45-54,Non-binary,Toronto,Various,Free,2024-02-04,Romance,MobileApp,1
609,35-44,Male,Dubai,Various,Free,2022-03-17,Sci-Fi,MobileApp,1
610,18-24,Non-binary,Tokyo,Various,Basic,2022-09-22,Thriller,WebBrowser,1
611,45-54,Female,Los Angeles,Various,Free,2023-02-03,Romance,StreamMax,1
612,55+,Male,Paris,Various,Free,2023-12-19,Sci-Fi,SmartTV,0
613,35-44,Non-binary,Delhi,India,Premium,2023-09-14,Sci-Fi,SmartTV,1
614,45-54,Female,London,Various,Free,2023-05-01,Drama,TabletApp,1
615,45-54,Non-binary,Dubai,Various,Premium,2023-10-12,Drama,SmartTV,1
616,35-44,Male,Berlin,Various,Basic,2022-05-07,Sci-Fi,StreamMax,1
617,55+,Non-binary,Los Angeles,Various,Free,2022-11-09,Drama,SmartTV,1
618,55+,Male,Berlin,Various,Basic,2022-07-08,Drama,TabletApp,1
619,18-24,Male,Hyderabad,India,Free,2024-05-21,Action,WebBrowser,1
620,35-44,Non-binary,Delhi,India,Free,2022-09-14,Sci-Fi,MobileApp,1
621,35-44,Female,London,Various,Basic,2023-11-19,Romance,MobileApp,1
622,18-24,Male,Sydney,Various,Premium,2023-05-13,Thriller,SmartTV,1
623,55+,Male,Chennai,India,Premium,2024-04-07,Comedy,WebBrowser,1
624,25-34,Male,New York,Various,Family,2022-10-11,Comedy,MobileApp,1
625,45-54,Female,New York,Various,Family,2023-01-03,Comedy,WebBrowser,1
626,55+,Male,Bangalore,India,Premium,2024-05-29,Drama,TabletApp,1
627,18-24,Non-binary,Dubai,Various,Free,2022-01-20,Action,StreamMax,1
628,45-54,Non-binary,Sydney,Various,Basic,2022-02-07,Action,SmartTV,1
629,45-54,Non-binary,Tokyo,Various,Basic,2023-01-10,Thriller,MobileApp,0
630,35-44,Male,Sydney,Various,Family,2023-05-29,Action,StreamMax,1
631,18-24,Non-binary,Tokyo,Various,Basic,2024-05-18,Action,MobileApp,1
632,45-54,Male,Bangalore,India,Basic,2023-08-03,Action,MobileApp,1
633,35-44,Male,London,Various,Basic,2024-02-19,Thriller,MobileApp,1
634,25-34,Male,New York,Various,Basic,2023-06-15,Comedy,WebBrowser,1
635,18-24,Male,London,Various,Premium,2022-04-16,Romance,TabletApp,1
636,35-44,Non-binary,Chennai,India,Basic,2023-01-21,Romance,WebBrowser,1
637,18-24,Non-binary,Paris,Various,Premium,2023-01-21,Drama,TabletApp,1
638,35-44,Female,Toronto,Various,Family,2023-09-11,Sci-Fi,TabletApp,0
639,25-34,Male,London,Various,Free,2023-06-11,Romance,SmartTV,1
640,25-34,Female,Bangalore,India,Free,2023-11-08,Drama,WebBrowser,1
641,18-24,Female,Dubai,Various,Family,2023-05-06,Drama,TabletApp,1
642,45-54,Male,Toronto,Various,Basic,2022-02-14,Drama,TabletApp,1
643,55+,Male,Bangalore,India,Basic,2022-02-27,Drama,SmartTV,0
644,45-54,Non-binary,Tokyo,Various,Free,2024-01-07,Romance,SmartTV,0
645,45-54,Non-binary,Hyderabad,India,Family,2023-05-09,Drama,MobileApp,1
646,25-34,Non-binary,Sydney,Various,Basic,2023-10-01,Romance,TabletApp,1
647,35-44,Female,Dubai,Various,Free,2022-08-24,Thriller,WebBrowser,1
648,25-34,Non-binary,Mumbai,India,Family,2024-04-26,Drama,TabletApp,1
649,55+,Non-binary,London,Various,Free,2024-03-13,Action,TabletApp,1
650,45-54,Non-binary,Delhi,India,Basic,2023-09-10,Action,StreamMax,0
651,45-54,Non-binary,Singapore,Various,Family,2023-01-15,Sci-Fi,TabletApp,1
652,45-54,Female,Singapore,Various,Premium,2023-08-27,Romance,TabletApp,1
653,35-44,Female,Bangalore,India,Basic,2024-05-29,Sci-Fi,SmartTV,1
654,45-54,Female,Tokyo,Various,Basic,2022-01-06,Romance,StreamMax,1
655,55+,Male,Delhi,India,Family,2023-11-02,Drama,SmartTV,1
656,25-34,Female,Delhi,India,Premium,2022-09-25,Action,WebBrowser,1
657,35-44,Non-binary,Sydney,Various,Family,2024-02-13,Drama,WebBrowser,1
658,45-54,Male,Tokyo,Various,Premium,2023-07-27,Action,WebBrowser,1
659,55+,Female,Chennai,India,Family,2024-01-24,Drama,StreamMax,1
660,25-34,Male,London,Various,Basic,2023-06-05,Thriller,SmartTV,1
661,18-24,Male,Sydney,Various,Family,2023-10-14,Sci-Fi,StreamMax,1
662,55+,Female,London,Various,Free,2022-03-07,Comedy,MobileApp,1
663,18-24,Non-binary,Sydney,Various,Family,2023-02-15,Action,TabletApp,1
664,18-24,Male,Sydney,Various,Family,2023-03-26,Sci-Fi,MobileApp,0
665,55+,Female,Berlin,Various,Basic,2022-02-04,Action,TabletApp,1
666,55+,Male,Hyderabad,India,Free,2023-01-04,Drama,StreamMax,0
667,35-44,Female,Delhi,India,Premium,2023-11-17,Thriller,WebBrowser,1
668,18-24,Non-binary,Tokyo,Various,Free,2022-04-03,Action,SmartTV,1
669,55+,Female,Tokyo,Various,Premium,2024-04-15,Comedy,MobileApp,1
670,45-54,Female,Hyderabad,India,Free,2022-09-25,Drama,WebBrowser,1
671,18-24,Non-binary,Tokyo,Various,Premium,2022-12-15,Sci-Fi,TabletApp,0
672,55+,Non-binary,Berlin,Various,Premium,2023-12-12,Thriller,WebBrowser,1
673,25-34,Female,Singapore,Various,Family,2023-11-29,Thriller,TabletApp,0
674,18-24,Female,London,Various,Free,2023-01-27,Romance,MobileApp,1
675,35-44,Female,Hyderabad,India,Premium,2023-06-13,Action,StreamMax,1
676,25-34,Female,Chennai,India,Free,2023-02-13,Romance,SmartTV,1
677,25-34,Female,Berlin,Various,Premium,2022-12-29,Drama,TabletApp,1
